,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
1142,2020-03-23,Sulawesi Selatan,0,1,0,0,1,1,2,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,50.0,-1.0
5325,2020-03-23,Papua,0,2,0,0,0,0,2,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,
5324,2020-03-23,Papua,0,0,0,0,0,0,0,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,,
382,2020-03-23,Jambi,1,1,0,0,0,0,1,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,2.8625760264410424e-07,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,inf
4942,2020-03-23,Riau,0,1,0,0,0,0,1,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,
11782,2020-03-23,Jakarta Raya,44,301,23,1,29,0,353,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.0,0.0,4.056740897341867e-06,6.428571428571429,0.0,0.14285714285714285,0.0,8.22,inf
6082,2020-03-23,Kalimantan Timur,2,11,0,0,0,0,11,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.0,0.0,5.630327873698234e-07,6.714285714285714,0.0,0.14285714285714285,0.0,0.0,inf
1902,2020-03-23,Bengkulu,0,0,0,0,0,0,0,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.0,0.0,0.0,6.714285714285714,0.0,0.0,0.0,,
11402,2020-03-23,Kalimantan Tengah,0,2,0,0,0,0,2,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.0,0.0,0.0,6.714285714285714,0.0,0.0,0.0,0.0,
9122,2020-03-23,Maluku,0,1,0,0,0,0,1,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,0.0,6.714285714285714,0.0,0.0,0.0,0.0,
2285,2020-03-23,Sumatera Barat,0,0,0,0,0,0,0,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,6.571428571428571,0.0,0.0,0.0,,-1.0
8742,2020-03-23,Gorontalo,0,0,0,0,0,0,0,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.0,0.0,0.0,6.571428571428571,0.0,0.0,0.0,,
3425,2020-03-23,Sulawesi Utara,0,1,0,0,0,0,1,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,-1.0
3042,2020-03-23,Jawa Tengah,0,12,0,0,3,0,15,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-1.0
3424,2020-03-23,Sulawesi Utara,0,3,0,0,0,0,3,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11022,2020-03-23,Nusa Tenggara Barat,0,0,0,0,0,0,0,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,2020-03-23,Aceh,0,0,0,0,0,0,0,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5326,2020-03-24,Papua,1,3,0,0,0,0,3,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,2.3039627237263002e-07,0.14285714285714285,0.0,0.0,0.0,0.0,inf
5327,2020-03-24,Papua,0,0,0,0,0,0,0,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,
4943,2020-03-24,Riau,1,2,0,0,0,0,2,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.0,0.0,1.6463344363774056e-07,0.2857142857142857,0.0,0.0,0.0,0.0,inf
1903,2020-03-24,Bengkulu,0,0,0,0,0,0,0,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,,
3,2020-03-24,Aceh,0,0,0,0,0,0,0,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,,
9123,2020-03-24,Maluku,0,1,0,0,0,0,1,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,
8743,2020-03-24,Gorontalo,0,0,0,0,0,0,0,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,,
9503,2020-03-24,Bangka-Belitung,0,0,0,0,0,0,0,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,-1.0
1523,2020-03-24,Sumatera Utara,5,6,0,0,1,0,7,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.0,0.0,3.3613696209766675e-07,0.8571428571428571,0.0,0.0,0.0,14.29,inf
10263,2020-03-24,Kalimantan Barat,1,3,0,0,0,0,3,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.0,0.0,1.8440610354697763e-07,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
3426,2020-03-24,Sulawesi Utara,1,2,0,0,0,0,2,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,3.7851775475380446e-07,1.0,0.0,0.0,0.0,0.0,inf
7983,2020-03-24,Kepulauan Riau,0,4,0,0,1,1,5,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,20.0,
6083,2020-03-24,Kalimantan Timur,0,11,0,0,0,0,11,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,
2287,2020-03-24,Sumatera Barat,1,1,0,0,0,0,1,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,1.811842018247061e-07,1.1428571428571428,0.0,0.14285714285714285,0.0,0.0,inf
4563,2020-03-24,Banten,9,60,1,0,4,1,65,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.0,0.0,8.393663567415202e-07,2.4285714285714284,0.0,0.2857142857142857,0.0,6.15,inf
6463,2020-03-24,Kalimantan Utara,0,0,0,0,0,0,0,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.0,0.0,0.0,1.7142857142857142,0.0,0.2857142857142857,0.0,,-1.0
6843,2020-03-24,Jawa Barat,1,45,5,0,10,1,60,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.0,0.0,2.2142840140319177e-08,1.7142857142857142,0.0,0.42857142857142855,0.0,16.67,0.0
8363,2020-03-24,Lampung,0,1,0,0,0,0,1,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,0.0,1.5714285714285714,0.0,0.42857142857142855,0.0,0.0,-1.0
1143,2020-03-24,Sulawesi Selatan,0,3,0,0,1,1,4,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,0.0,1.5714285714285714,0.0,0.42857142857142855,0.0,25.0,
3043,2020-03-24,Jawa Tengah,4,16,0,0,3,0,19,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,1.0999868221578706e-07,2.142857142857143,0.0,0.42857142857142855,0.0,15.79,inf
383,2020-03-24,Jambi,0,1,0,0,0,0,1,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,0.0,2.0,0.0,0.42857142857142855,0.0,0.0,-1.0
11783,2020-03-24,Jakarta Raya,70,370,23,0,31,2,424,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.0,0.0,6.4539059730438785e-06,10.714285714285714,0.0,0.5714285714285714,0.0,7.31,6.777777777777778
11023,2020-03-24,Nusa Tenggara Barat,1,1,0,0,0,0,1,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.0,0.0,1.8974442753821595e-07,10.857142857142858,0.0,0.5714285714285714,0.0,0.0,inf
11403,2020-03-24,Kalimantan Tengah,1,3,0,0,0,0,3,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.0,0.0,3.8906130789183627e-07,10.857142857142858,0.0,0.42857142857142855,0.0,0.0,0.0
9883,2020-03-24,Bali,0,4,0,0,2,0,6,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.0,0.0,0.0,10.857142857142858,0.0,0.42857142857142855,0.0,33.33,
7223,2020-03-24,Yogyakarta,1,4,1,0,1,1,6,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.0,0.0,2.754050864565418e-07,11.0,0.0,0.42857142857142855,0.0,16.67,inf
763,2020-03-24,Maluku Utara,0,1,0,0,0,0,1,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.0,0.0,0.0,10.428571428571429,0.0,0.42857142857142855,0.0,0.0,-1.0
12163,2020-03-24,Jawa Timur,10,50,0,0,1,0,51,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.0,0.0,2.470415355627531e-07,11.857142857142858,0.0,0.42857142857142855,0.0,1.96,inf
2286,2020-03-24,Sumatera Barat,0,0,0,0,0,0,0,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,1.8571428571428572,0.0,0.14285714285714285,0.0,,-1.0
4183,2020-03-24,Sulawesi Tengah,0,0,0,0,0,0,0,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.0,0.0,0.0,1.7142857142857142,0.0,0.14285714285714285,0.0,,-1.0
3427,2020-03-24,Sulawesi Utara,0,3,0,0,0,0,3,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,0.0,-1.0
7603,2020-03-24,Sulawesi Barat,0,0,0,0,0,0,0,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,,
12543,2020-03-24,Kalimantan Selatan,0,1,0,0,0,0,1,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,-1.0
10643,2020-03-24,Nusa Tenggara Timur,0,0,0,0,0,0,0,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,,
7224,2020-03-25,Yogyakarta,11,14,1,0,2,1,17,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.0,0.0,3.0294559510219593e-06,1.5714285714285714,0.0,0.14285714285714285,0.0,11.76,0.10000000000000009
1904,2020-03-25,Bengkulu,0,0,0,0,0,0,0,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,,
10644,2020-03-25,Nusa Tenggara Timur,0,0,0,0,0,0,0,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,,
7984,2020-03-25,Kepulauan Riau,0,4,0,0,1,0,5,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,20.0,
9884,2020-03-25,Bali,3,7,0,0,2,0,9,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.0,0.0,7.115460924141834e-07,2.0,0.0,0.14285714285714285,0.0,22.22,inf
4944,2020-03-25,Riau,0,1,0,0,0,0,1,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.0,
5328,2020-03-25,Papua,0,3,0,0,0,0,3,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.0,
5329,2020-03-25,Papua,0,0,0,0,0,0,0,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,,-1.0
11404,2020-03-25,Kalimantan Tengah,0,3,0,0,0,0,3,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,
11024,2020-03-25,Nusa Tenggara Barat,1,2,0,0,0,0,2,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.0,0.0,1.8974442753821595e-07,0.5714285714285714,0.0,0.0,0.0,0.0,inf
4,2020-03-25,Aceh,0,0,0,0,0,0,0,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,,
384,2020-03-25,Jambi,0,1,0,0,0,0,1,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,-1.0
3044,2020-03-25,Jawa Tengah,19,34,0,0,4,1,38,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,5.224937405249885e-07,2.857142857142857,0.0,0.14285714285714285,0.0,10.53,inf
8744,2020-03-25,Gorontalo,0,0,0,0,0,0,0,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.0,0.0,0.0,2.857142857142857,0.0,0.14285714285714285,0.0,,
1524,2020-03-25,Sumatera Utara,0,6,0,0,1,0,7,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.0,0.0,0.0,2.857142857142857,0.0,0.14285714285714285,0.0,14.29,
1144,2020-03-25,Sulawesi Selatan,9,12,0,0,1,0,13,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,9.547162185600015e-07,4.142857142857143,0.0,0.14285714285714285,0.0,7.69,inf
10264,2020-03-25,Kalimantan Barat,0,3,0,0,0,0,3,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.0,0.0,0.0,4.0,0.0,0.14285714285714285,0.0,0.0,-1.0
3429,2020-03-25,Sulawesi Utara,0,3,0,0,0,0,3,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,4.0,0.0,0.14285714285714285,0.0,0.0,
3428,2020-03-25,Sulawesi Utara,0,2,0,0,0,0,2,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,4.0,0.0,0.14285714285714285,0.0,0.0,
6084,2020-03-25,Kalimantan Timur,0,11,0,0,0,0,11,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,-1.0
9504,2020-03-25,Bangka-Belitung,0,0,0,0,0,0,0,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,,
12544,2020-03-25,Kalimantan Selatan,1,2,0,0,0,0,2,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.0,0.0,2.4856769082355197e-07,1.4285714285714286,0.0,0.0,0.0,0.0,inf
6464,2020-03-25,Kalimantan Utara,0,0,0,0,0,0,0,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,-1.0
8364,2020-03-25,Lampung,0,1,0,0,0,0,1,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,
11784,2020-03-25,Jakarta Raya,39,409,23,0,31,0,463,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.0,0.0,3.595747613553018e-06,5.714285714285714,0.0,0.0,0.0,6.7,inf
9124,2020-03-25,Maluku,0,1,0,0,0,0,1,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,
6844,2020-03-25,Jawa Barat,13,58,5,0,10,0,73,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.0,0.0,2.8785692182414933e-07,7.571428571428571,0.0,0.0,0.0,13.7,inf
7604,2020-03-25,Sulawesi Barat,0,0,0,0,0,0,0,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.0,0.0,0.0,7.571428571428571,0.0,0.0,0.0,,
2289,2020-03-25,Sumatera Barat,0,0,0,0,0,0,0,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,7.428571428571429,0.0,0.0,0.0,,-1.0
4564,2020-03-25,Banten,2,62,1,0,4,0,67,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.0,0.0,1.8652585705367113e-07,7.714285714285714,0.0,0.0,0.0,5.97,inf
4184,2020-03-25,Sulawesi Tengah,0,0,0,0,0,0,0,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.0,0.0,0.0,7.714285714285714,0.0,0.0,0.0,,
764,2020-03-25,Maluku Utara,0,1,0,0,0,0,1,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,-1.0
2288,2020-03-25,Sumatera Barat,0,0,0,0,1,1,1,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,2.142857142857143,0.0,0.14285714285714285,0.0,100.0,
